sysname,chassis,source_ip,l3vpn,service_id,service_name,customer_id,interface,sap,ingress_qos_id,egress_qos_id,buffer_min,buffer_max,resv_min,resv_max
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,429001,VPRN-GSM,2,To-GU-CUL-008,2/1/1,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,429001,VPRN-GSM,2,To-GU-CUL-014,2/1/2,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,429001,VPRN-GSM,2,To-GU-CUL-REP013,2/1/3,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,429001,VPRN-GSM,2,To-GU-CUL-056,2/1/4,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,429001,VPRN-GSM,2,To-GU-CUL-057,2/1/4,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,429001,VPRN-GSM,2,To-GU-CUL-058,2/1/5,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,429001,VPRN-GSM,2,To-GU-COW-0010,2/1/4,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-SINCUL0453-2G-OYM,2/1/6,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-SINCUL0453-3G-OYM,2/1/6,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-LSINCUL0453-4G-OYM,2/1/6,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-CUL-058_Valle_Alto-2G-OYM,2/1/5,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-BCSPAZ0414-3G-OYM,2/1/5,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-CUL-058_Valle_Alto-4G-OYM,2/1/5,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-USINCUL0475-3G-OYM,2/1/4,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-LSINCUL0475-4G-OYM,2/1/4,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-CUL-057-SINCUL0475-2G-OYM,2/1/4,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-USINCUL0486-3G-OYM,3/1/2,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-LSINCUL0486-4G-OYM,3/1/2,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-HCUL0022-SINCUL0486-2G-OYM,3/1/2,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-USINCUL0495-3G-OYM,3/1/2,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-LSINCUL0495-4G-OYM,3/1/2,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-HCUL0051-SINCUL0495-2G-OYM,3/1/2,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-CUL-008-02_1-Gestion MW,3/1/1,1,1,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-USINCUL0478-3G-OYM,3/1/2,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-LSINCUL0478-4G-OYM,3/1/2,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000000,VPRN-OYM-ATT,2,To-CUL-REP013-SINCUL0478-2G-OYM,3/1/2,3000,3000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000001,VPRN-3G-ATT,2,To-SINCUL0453-2G,2/1/6,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000001,VPRN-3G-ATT,2,To-SINCUL0453-3G,2/1/6,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000001,VPRN-3G-ATT,2,To-CUL-058_Valle_Alto-2G,2/1/5,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000001,VPRN-3G-ATT,2,To-CUL-058_Valle_Alto-3G,2/1/5,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000001,VPRN-3G-ATT,2,To-USINCUL0475-3G,2/1/4,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000001,VPRN-3G-ATT,2,To-CUL-057-SINCUL0475-2G,2/1/4,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000001,VPRN-3G-ATT,2,To-USINCUL0486-3G,3/1/2,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000001,VPRN-3G-ATT,2,To-HCUL0022-SINCUL0486-2G,3/1/2,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000001,VPRN-3G-ATT,2,To-USINCUL0495-3G,3/1/2,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000001,VPRN-3G-ATT,2,To-HCUL0051-SINCUL0495-2G,3/1/2,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000001,VPRN-3G-ATT,2,To-USINCUL0478-3G,3/1/2,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000001,VPRN-3G-ATT,2,To-CUL-REP013-SINCUL0478-2G,3/1/2,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000002,VPRN-LTE-ATT,2,To-LSINCUL0453-4G,2/1/6,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000002,VPRN-LTE-ATT,2,To-CUL-058_Valle_Alto-4G,2/1/5,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000002,VPRN-LTE-ATT,2,To-USINCUL0475-4G,2/1/4,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000002,VPRN-LTE-ATT,2,To-LSINCUL0486-4G,3/1/2,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000002,VPRN-LTE-ATT,2,To-LSINCUL0495-4G,3/1/2,2000,2000,,,,
DIAMAN-CUL008-GA,7750,10.190.0.102,vprn,1000002,VPRN-LTE-ATT,2,To-LSINCUL0478-4G,3/1/2,2000,2000,,,,
TV_AZT-CUL003-GA,7750,10.190.0.103,vprn,429001,VPRN-GSM,2,To-GU-CUL-003,3/1/1,2000,2000,,,,
TV_AZT-CUL003-GA,7750,10.190.0.103,vprn,1000000,VPRN-OYM-ATT,2,To-SINCUL0449-2G-OYM,3/1/5,3000,3000,,,,
TV_AZT-CUL003-GA,7750,10.190.0.103,vprn,1000000,VPRN-OYM-ATT,2,To-SINCUL0449-3G-OYM,3/1/5,3000,3000,,,,
TV_AZT-CUL003-GA,7750,10.190.0.103,vprn,1000000,VPRN-OYM-ATT,2,To-LSINCUL0449-4G-OYM,3/1/5,3000,3000,,,,
TV_AZT-CUL003-GA,7750,10.190.0.103,vprn,1000001,VPRN-3G-ATT,2,To-SINCUL0449-2G,3/1/5,2000,2000,,,,
TV_AZT-CUL003-GA,7750,10.190.0.103,vprn,1000001,VPRN-3G-ATT,2,To-SINCUL0449-3G,3/1/5,2000,2000,,,,
TV_AZT-CUL003-GA,7750,10.190.0.103,vprn,1000002,VPRN-LTE-ATT,2,To-LSINCUL0449-4G,3/1/5,2000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,429001,VPRN-GSM,2,To-GU-CUL-002,2/1/3,10,10,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,429001,VPRN-GSM,2,To-GU-CUL-026,2/1/2,2000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000000,VPRN-OYM-ATT,2,To-USINCUL0448-3G-OYM,2/1/4,10,10,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000000,VPRN-OYM-ATT,2,To-LSINCUL0448-4G-OYM,2/1/4,10,10,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000000,VPRN-OYM-ATT,2,To-CUL-002-SINCUL0448-2G-OYM,2/1/4,10,10,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000000,VPRN-OYM-ATT,2,To-USINCUL0912-3G-OYM,3/1/2,3000,3000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000000,VPRN-OYM-ATT,2,To-LSINCUL0912-4G-OYM,3/1/2,3000,3000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000000,VPRN-OYM-ATT,2,To-CU3495-SINCUL0912-2G-OYM,3/1/2,3000,3000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000000,VPRN-OYM-ATT,2,To-CUL-002-02_1-Gestion MW,3/1/1,1,1,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000000,VPRN-OYM-ATT,2,To-SINCUL0835_O&M,3/1/2,10,10,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000000,VPRN-OYM-ATT,2,To-SINING0936_O&M,3/1/2,3000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000000,VPRN-OYM-ATT,2,To-SINELO0502_O&M,3/1/2,3000,3000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000000,VPRN-OYM-ATT,2,To-SINELO0501_O&M,3/1/2,3000,3000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000000,VPRN-OYM-ATT,2,To-SINCUL0481_O&M,3/1/2,3000,3000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-USINCUL0448-3G,2/1/4,10,10,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-CUL-002-SINCUL0448-2G,2/1/4,10,10,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-USINCUL0912-3G,3/1/2,2000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-CU3495-SINCUL0912-2G,3/1/2,2000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-GSINCUL0835,3/1/2,10,10,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-USINCUL0835,3/1/2,10,10,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-HSINCUL0835,3/1/2,10,10,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-MUSINING0936Y,3/1/2,2000,10,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-MUSINING0936X,3/1/2,2000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-HMUSINING0936X,3/1/2,3000,3000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-MUSINELO0502Y,3/1/2,2000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-MUSINELO0502X,3/1/2,2000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-HMUSINELO0502X,3/1/2,3000,3000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-MUSINELO0501Y,3/1/2,2000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-MUSINELO0501X,3/1/2,2000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-HMUSINELO0501X,3/1/2,3000,3000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-GSINCUL0481,3/1/2,2000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-USINCUL0481,3/1/2,2000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000001,VPRN-3G-ATT,2,To-HSINCUL0481,3/1/2,3000,3000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000002,VPRN-LTE-ATT,2,To-LSINCUL0448-4G,2/1/4,10,10,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000002,VPRN-LTE-ATT,2,To-LSINCUL0912-4G,3/1/2,2000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000002,VPRN-LTE-ATT,2,To-LSINCUL0835,3/1/2,10,10,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000002,VPRN-LTE-ATT,2,To-MLSINING0936Y,3/1/2,2000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000002,VPRN-LTE-ATT,2,To-MLSINELO0502Y,3/1/2,2000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000002,VPRN-LTE-ATT,2,To-MLSINELO0501Y,3/1/2,2000,2000,,,,
INDEPE-CUL002-GA,7750,10.190.0.104,vprn,1000002,VPRN-LTE-ATT,2,To-LSINCUL0481,3/1/2,2000,2000,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-226,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-228,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-227,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-225_006,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-230,4/1/1,2000,2000,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-232_013,4/1/2,2000,2000,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-220_001,4/1/3,2000,2000,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-231_012_CR,3/1/2,10,10,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-223_004,3/1/2,10,10,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-REP003,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-REP005,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-237_018,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-245,3/1/2,10,10,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-221,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-236,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-233,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,429001,VPRN-GSM,2,To-GU-MAZ-246,3/1/2,10,10,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000000,VPRN-OYM-ATT,2,To-SINMAZ0573_O&M,5/1/1,3000,3000,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000000,VPRN-OYM-ATT,2,To-MAZ-245_Central_Camionera-OYM,3/1/2,10,10,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000000,VPRN-OYM-ATT,2,To-HSINMAZ0576-OYM,3/1/2,3000,3001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000000,VPRN-OYM-ATT,2,To-HSINMAZ0579-OYM,3/1/2,3000,3001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000000,VPRN-OYM-ATT,2,To-HSINMAZ0580-OYM,3/1/2,3000,3001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000000,VPRN-OYM-ATT,2,To-HSINMAZ0581-OYM,3/1/2,3000,3001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000000,VPRN-OYM-ATT,2,To-HSINMAZ0584-OYM,3/1/2,3000,3001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000000,VPRN-OYM-ATT,2,To-MAZ-233-GSM,3/1/2,3000,3001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000000,VPRN-OYM-ATT,2,To-MAZ-225(006)-GSM,3/1/2,3000,3001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000000,VPRN-OYM-ATT,2,To-MAZ-245_2186_Central_Cam-GSM,3/1/2,3000,3001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000000,VPRN-OYM-ATT,2,To-MONITOREO-EXFO,5/1/13,1,1,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000000,VPRN-OYM-ATT,2,To-SINMAZ1319_O&M,4/1/4,10,10,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000000,VPRN-OYM-ATT,2,To-SINMAZ0590-O&M,3/1/2,3000,3001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-MUSINMAZ0593X,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-MAZ-245_2186_Central_Cam-OYM,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-MAZ-245_Central_Camionera,3/1/2,10,10,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-USINMAZ0576-3G-PCS,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-GSINMAZ0576-2G-GSM,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-USINMAZ0579-3G-PCS,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-GSINMAZ0579-2G-GSM,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-USINMAZ0580-3G-PCS,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-GSINMAZ0580-2G-GSM,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-USINMAZ0581-3G-PCS,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-GSINMAZ0581-2G-GSM,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-USINMAZ0584-3G-PCS,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-GSINMAZ0584-2G-GSM,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-USINMAZ0586,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-GSINMAZ0586-OYM,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-MUSINMAZ0939X,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-MAZ-225(006)-OYM,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-USINMAZ0576-3G-AWS,3/1/2,2000,2001,,,,
MAZMTX-MAZ220-GA,7750,10.190.0.106,vprn,1000001,VPRN-3G-ATT,2,To-USINMAZ0579-3G-AWS,3/1/2,2000,2001,,,,
